id,name,producer,nation,local1,varieties1,type,use,abv,degree,sweet,acidity,body,tannin,price,year,ml
140367,"J.Bouchon, Malbec Reserva Especial",  J.Bouchon, Chile,  Maule Valley,Malbec,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,41.81,2011.0,750.0
140369,Mission ST. Vincendt Rouge, Producta, France, Bordeaux,Merlot,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,14.21,2008.0,750.0
140370,Monsieur Cyrano Cotes de Bergerac Moelleux, Producta, France,  Southwest France,Semillon,White,"Appetizer, Dessert",12,8~10,SWEET4,ACIDITY2,BODY3,TANNIN1,13.68,2011.0,750.0
140371,Chateau Fongiras, Producta, France, Bordeaux,Cabernet Sauvignon,Red,Table,12.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN4,34.21,2007.0,750.0
140373,St-Supery ELU,  St Supery, U.S.A, California,Cabernet Sauvignon,Red,Table,14.3,17~19,SWEET1,ACIDITY3,BODY5,TANNIN4,136.82,2004.0,750.0
140374,St-Supery Moscato,  St Supery, U.S.A, California,Muscat Canelli,White,"Table, Dessert",10.5,6~8,SWEET4,ACIDITY2,BODY3,TANNIN1,33.45,2009.0,750.0
140375,"St. Supery, Cabernet Sauvignon Napa Valley ",  St Supery, U.S.A, California,Cabernet Sauvignon,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,117.06,2017.0,750.0
140376,"St. Supery, Merlot Rutherford Estate Vineyard",  St Supery, U.S.A, California,Merlot,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,145.94,2016.0,750.0
140379,Chateau Monbazillac, Producta, France,  Southwest France,Semillon,White,"Table, Dessert",13,10~12,SWEET5,ACIDITY2,BODY3,TANNIN1,75.25,2008.0,750.0
140381,Roc de Lussac, Producta, France, Bordeaux,Merlot,Red,Table,13,17~19,SWEET1,ACIDITY3,BODY4,TANNIN3,30.41,2012.0,750.0
140400,"Caliterra, Reserva Merlot", Caliterra, Chile,  Rapel Valley,Merlot,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,19.0,2014.0,750.0
140401,"Caliterra, Tributo Syrah", Caliterra, Chile,  Rapel Valley,Syrah & Shiraz,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,34.21,2013.0,750.0
140402,"Caliterra, Reserva Cabernet Sauvignon", Caliterra, Chile,  Rapel Valley,Cabernet Sauvignon,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,19.0,2015.0,750.0
140403,"Caliterra, Tributo Cabernet Sauvignon", Caliterra, Chile,  Rapel Valley,Cabernet Sauvignon,Red,Table,14,16~18,SWEET1,ACIDITY4,BODY3,TANNIN3,34.21,2013.0,750.0
140404,"Caliterra, Reserva Carmenere ", Caliterra, Chile,  Rapel Valley,Carmenere,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,19.0,2013.0,750.0
140406,"Caliterra, Tributo Chardonnay", Caliterra, Chile, Aconcagua,Chardonnay,White,Table,13.5,10~12,SWEET1,ACIDITY4,BODY3,TANNIN1,34.21,2013.0,750.0
140441,"Marcel Deiss, Riesling Vendanges Tardives",   Domaine Marcel Deiss, France, Alsace,Riesling,White,Dessert,12.5~13.5,10~12,SWEET4,ACIDITY4,BODY4,TANNIN1,91.22,2015.0,750.0
140442,"Marcel Deiss, Riesling Bebleheim",   Domaine Marcel Deiss, France, Alsace,Riesling,White,Table,12.5,10~12,SWEET1,ACIDITY3,BODY3,TANNIN1,41.81,2015.0,750.0
140479,EOS Cabernet Sauvignon,  EOS Estates, U.S.A, California,Cabernet Sauvignon,Red,Table,13.8,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,58.53,2016.0,750.0
140487,EOS Zinfandel,  EOS Estates, U.S.A, California,Zinfandel,Red,Table,14.5,16~18,SWEET2,ACIDITY2,BODY5,TANNIN3,58.53,2016.0,750.0
140533,"Marques de Riscal, Reserva",   Marques de Riscal, Spain, Rioja,Tempranillo,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,73.73,2014.0,750.0
140534,"Marques de Riscal, Rueda Verdejo",   Marques de Riscal, Spain, Rueda,Verdejo,White,Table,12~13,10~12,SWEET2,ACIDITY4,BODY3,TANNIN1,33.45,2018.0,750.0
140535,Riscal Tempranillo,   Marques de Riscal, Spain, Rioja,Tinta de Toro,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,33.45,2017.0,750.0
140553,"Rocca delle Macie, Chianti Classico Riserva Famiglia Zingarelli",   Rocca delle Macie, Italy, Toscana,Sangiovese,Red,Table,13.5,16~18,SWEET1,ACIDITY4,BODY3,TANNIN4,87.41,2007.0,750.0
140554,"Rocca delle Macie, Chianti Vernaiolo",   Rocca delle Macie, Italy, Toscana,Sangiovese,Red,Table,12.5,16~18,SWEET1,ACIDITY4,BODY3,TANNIN2,30.41,2010.0,750.0
140555,"Rocca delle Macie, Roccato",   Rocca delle Macie, Italy, Toscana,Sangiovese,Red,Table,13.5,18~20,SWEET1,ACIDITY3,BODY4,TANNIN4,133.02,2006.0,750.0
140556,"Rocca delle Macie, Chianti Cassico Famiglia Zingarelli",   Rocca delle Macie, Italy, Toscana,Sangiovese,Red,Table,12.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,60.81,2009.0,750.0
140563,"St Hallett, Eden Valley Riesling",   St Hallett Wines, Australia,  South Australia,Riesling,White,Table,11.3,10~12,SWEET1,ACIDITY4,BODY3,TANNIN1,38.01,2017.0,750.0
140575,Valdivieso Single Vineyard Cabernet Sauvignon Reserve, Valdivieso, Chile,  Maipo Valley,Cabernet Sauvignon,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,68.41,2015.0,750.0
140578,Valdivieso Chardonnnay, Valdivieso, Chile,  Central Valley,Chardonnay,White,Table,13.5,8~10,SWEET1,ACIDITY3,BODY3,TANNIN1,19.0,2018.0,750.0
140580,"Valdivieso, Chardonnnay Reserve", Valdivieso, Chile,  Central Valley,Chardonnay,White,Table,13.8,10~12,SWEET1,ACIDITY3,BODY3,TANNIN1,38.01,2008.0,750.0
140590,Valdivieso Single Vineyard Merlot, Valdivieso, Chile,  Curico Valley,Merlot,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,68.41,2013.0,750.0
140607,"Domaine du Vieux Telegraphe, Chateauneuf du Pape La Crau",    Domaine du Vieux Telegraphe, France, Rhone,Grenache,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,182.43,2016.0,750.0
140610,Valdivieso Cabernet Sauvignon, Valdivieso, Chile,  Central Valley,Cabernet Sauvignon,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY2,TANNIN3,19.0,2018.0,750.0
140631,"Bollinger, Grande Annee Rose", Bollinger, France, Champagne,Pinot Noir,Sparkling,"Appetizer, Table",12~13,6~8,SWEET1,ACIDITY3,BODY4,TANNIN1,304.05,2007.0,750.0
140635,"Arboleda, Cabernet Sauvignon", Arboleda, Chile, Aconcagua,Cabernet Sauvignon,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,48.65,2018.0,750.0
140637,"Arboleda, Syrah", Arboleda, Chile, Aconcagua,Syrah & Shiraz,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,48.65,2018.0,750.0
140643,"Catena Zapata, Alamos Malbec",  Catena Zapata, Argentina, Mendoza,Malbec,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,16.72,2018.0,750.0
140644,"Catena Zapata, Argento Cabernet Sauvignon",  Catena Zapata, Argentina, Mendoza,Cabernet Sauvignon,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,15.2,2010.0,750.0
140647,"Catena Zapata, Catena Alta Cabernet Sauvignon",  Catena Zapata, Argentina, Mendoza,Cabernet Sauvignon,Red,Table,13.9,16~19,SWEET1,ACIDITY3,BODY5,TANNIN4,83.61,2005.0,750.0
140648,"Catena Zapata, Catena Alta Malbec",  Catena Zapata, Argentina, Mendoza,Malbec,Red,Table,14~15,16~19,SWEET1,ACIDITY3,BODY4,TANNIN4,85.89,2015.0,750.0
140649,"Catena Zapata, Catena Cabernet Sauvignon",  Catena Zapata, Argentina, Mendoza,Cabernet Sauvignon,Red,Table,13~14,16~19,SWEET1,ACIDITY3,BODY5,TANNIN4,29.64,2018.0,750.0
140650,"Catena Zapata, Catena Chardonnay",  Catena Zapata, Argentina, Mendoza,Chardonnay,White,Table,13~14,10~12,SWEET1,ACIDITY3,BODY3,TANNIN1,29.64,2017.0,750.0
140651,"Catena Zapata, Catena Malbec",  Catena Zapata, Argentina, Mendoza,Malbec,Red,Table,13~14,16~19,SWEET1,ACIDITY3,BODY3,TANNIN3,31.93,2017.0,750.0
140686,Chateau Hosanna,  Chateau Hosanna, France, Bordeaux,Merlot,Red,Table,13.5,17~19,SWEET1,ACIDITY3,BODY5,TANNIN4,233.36,2001.0,750.0
140691,Chateau Lafleur,  Chateau Lafleur, France, Bordeaux,Merlot,Red,Table,13,17~19,SWEET1,ACIDITY4,BODY5,TANNIN4,801.93,2007.0,750.0
140705,Chateau Leoville Las Cases,"   Chateau Leoville-Las-Cases, Grand Cru Classe,2nd Cru ", France, Bordeaux,Cabernet Sauvignon,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,342.06,2017.0,750.0
140708,Chateau Lyonnat,  Chateau Lyonnat, France, Bordeaux,Merlot,Red,Table,12.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,34.97,2004.0,750.0
140713,Chateau Parenchere,  Chateau Parenchere, France, Bordeaux,Cabernet Sauvignon,Red,Table,13,17~20,SWEET1,ACIDITY4,BODY3,TANNIN3,27.36,2006.0,750.0
140714,Chateau Parenchere Cuvee Raphael,  Chateau Parenchere, France, Bordeaux,Cabernet Sauvignon,Red,Table,12,17~20,SWEET1,ACIDITY4,BODY3,TANNIN3,37.25,2006.0,750.0
140727,Chateau Siaurac,  Chateau Siaurac, France, Bordeaux,Merlot,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,41.81,2007.0,750.0
140737,Connetable Talbot,"  Chateau Talbot, 4th Grand Cru Classe", France, Bordeaux,Cabernet Sauvignon,Red,Table,12~13,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,49.41,2016.0,750.0
140741,"Clarence Dillon, Clarendelle Blanc",   Clarence Dillon Wines, France, Bordeaux,Sauvignon blanc,White,Table,12,10~12,SWEET1,ACIDITY3,BODY3,TANNIN1,34.97,2017.0,750.0
140743,"Clarence Dillon, Clarendelle Rouge",   Clarence Dillon Wines, France, Bordeaux,Merlot,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,34.97,2014.0,750.0
140756,Chateau La Cardonne,  Domaine CGR, France, Bordeaux,Cabernet Sauvignon,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,39.53,2003.0,750.0
140757,Chateau Ramafort,  Domaine CGR, France, Bordeaux,Cabernet Sauvignon,Red,Table,12.5,17~19,SWEET1,ACIDITY3,BODY4,TANNIN3,41.81,2003.0,750.0
140781,"Zind Humbrecht, Gewurztraminer Heimbourg",  Zind Humbrecht, France, Alsace,Gewurztraminer,White,Table,14.5,9~11,SWEET2,ACIDITY3,BODY4,TANNIN1,79.05,2008.0,750.0
140782,"Zind Humbrecht, Gewurztraminer Heimbourg Vendange Tardive",  Zind Humbrecht, France, Alsace,Gewurztraminer,White,Dessert,13.5,9~11,SWEET4,ACIDITY3,BODY3,TANNIN1,179.39,2002.0,750.0
140784,"Zind Humbrecht, Pinot Gris Heimbourg",  Zind Humbrecht, France, Alsace,Pinot Gris,White,Table,13.5,10~12,SWEET1,ACIDITY3,BODY3,TANNIN1,86.65,2008.0,750.0
140789,"Castellare, Le Sughere di Frassinello",   Castellare di Castellina, Italy, Toscana,Sangiovese,Red,Table,13~14,16~18,SWEET1,ACIDITY4,BODY3,TANNIN3,50.17,2016.0,750.0
140790,"Castellare, Poggio Allla Guardia",   Castellare di Castellina, Italy, Toscana,Merlot,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,33.45,2014.0,750.0
140791,E.Guigal Condrieu Blanc,  E. Guigal, France, Rhone,Viognier,White,Table,13.5,10~12,SWEET1,ACIDITY3,BODY4,TANNIN1,114.02,2015.0,750.0
140792,"E.Guigal, Cote Rotie 'Chateau D'ampuis'",  E. Guigal, France, Rhone,Syrah & Shiraz,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,209.03,2011.0,750.0
140793,E.Guigal Cote Rotie Brune & Blonde de Guigal,  E. Guigal, France, Rhone,Syrah & Shiraz,Red,Table,13.5,17~20,SWEET1,ACIDITY4,BODY5,TANNIN4,97.3,2009.0,750.0
140794,E.Guigal Cotes du Rhone Blanc,  E. Guigal, France, Rhone,Rousaanne,White,Table,13.5,10~12,SWEET1,ACIDITY3,BODY3,TANNIN1,22.8,2014.0,750.0
140796,"E. Guigal, Cotes du Rhone Rouge",  E. Guigal, France, Rhone,Grenache,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,22.8,2015.0,750.0
140799,"E.Guigal, Hermitage Blanc",  E. Guigal, France, Rhone,Marsanne,White,Table,13,10~12,SWEET1,ACIDITY4,BODY5,TANNIN1,114.02,2013.0,750.0
140801,"E.Guigal, Saint Joseph",  E. Guigal, France, Rhone,Syrah & Shiraz,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,50.17,2013.0,750.0
140802,"E.Guigal, Tavel Rose",  E. Guigal, France, Rhone,Grenache,Rose,Table,13.5,16~18,SWEET1,ACIDITY3,BODY2,TANNIN1,29.64,2013.0,750.0
140809,"Errazuriz, Max Reserva Cabernet Sauvignon",  Vina Errazuriz, Chile, Aconcagua,Cabernet Sauvignon,Red,Table,14~15,17~19,SWEET1,ACIDITY3,BODY4,TANNIN4,33.45,2014.0,750.0
140811,"Errazuriz, Max Reserva Shiraz",  Vina Errazuriz, Chile, Aconcagua,Syrah & Shiraz,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,33.45,2013.0,750.0
140812,"Errazuriz, La Cumbre",  Vina Errazuriz, Chile, Aconcagua,Syrah & Shiraz,Red,Table,14.5,16~18,SWEET1,ACIDITY4,BODY4,TANNIN4,136.82,2012.0,750.0
140814,"Errazuriz, Max Reserva Chardonnay",  Vina Errazuriz, Chile, Aconcagua,Chardonnay,White,Table,14,10~12,SWEET1,ACIDITY3,BODY4,TANNIN1,33.45,2014.0,750.0
140815,"Errazuriz, Vinedo Chadwick",  Vina Errazuriz, Chile,  Maipo Valley,Cabernet Sauvignon,Red,Table,14.5,17~20,SWEET1,ACIDITY4,BODY5,TANNIN5,342.06,2014.0,750.0
140822,"Frescobaldi, Castiglioni Chianti", Frescobaldi, Italy, Toscana,Sangiovese,Red,Table,12~13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,27.36,2016.0,750.0
140824,"Frescobaldi, Montesodi", Frescobaldi, Italy, Toscana,Sangiovese,Red,Table,13.5,16~18,SWEET1,ACIDITY4,BODY3,TANNIN3,101.1,2006.0,750.0
140826,"Frescobaldi, Castelgiocondo Brunello di Montalcino", Frescobaldi, Italy, Toscana,Sangiovese,Red,Table,14,16~18,SWEET1,ACIDITY4,BODY4,TANNIN4,117.06,2013.0,750.0
140827,"Frescobaldi, Castelgiocondo Riserva Brunello di Montalcino", Frescobaldi, Italy, Toscana,Sangiovese,Red,Table,15,16~18,SWEET1,ACIDITY4,BODY5,TANNIN4,236.4,2012.0,750.0
140829,"Frescobaldi, Campo ai Sassi", Frescobaldi, Italy, Toscana,Sangiovese,Red,Table,13,17~20,SWEET1,ACIDITY4,BODY3,TANNIN3,39.53,2007.0,750.0
140831,"Frescobaldi, Lamaione", Frescobaldi, Italy, Toscana,Merlot,Red,Table,14~15,17~20,SWEET1,ACIDITY3,BODY3,TANNIN3,95.02,2014.0,750.0
140832,"Luce Della Vite, Lucente",   Luce Della Vite, Italy, Toscana,Merlot,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,68.41,2015.0,750.0
140833,"Frescobaldi, Mormoreto", Frescobaldi, Italy, Toscana,Cabernet Sauvignon,Red,Table,13~14,16~19,SWEET1,ACIDITY4,BODY5,TANNIN4,145.18,2014.0,750.0
140836,"Frescobaldi, Pomino Bianco Castello di Pomino", Frescobaldi, Italy, Toscana,Chardonnay,White,Table,12.5,10~12,SWEET1,ACIDITY3,BODY2,TANNIN1,32.69,2017.0,750.0
140845,"Frescobaldi, Tenuta di Castiglioni", Frescobaldi, Italy, Toscana,Sangiovese,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,48.65,2016.0,750.0
140873,"Faiveley, Bourgogne Aligote", ( ) Faiveley (Domaine Faiveley), France, Bourgogne,Aligote,White,"Appetizer, Table",12,10~12,SWEET1,ACIDITY5,BODY2,TANNIN1,24.32,2011.0,750.0
140874,"Faiveley, Chablis", ( ) Faiveley (Domaine Faiveley), France, Bourgogne,Chardonnay,White,"Appetizer, Table",12.5,10~12,SWEET1,ACIDITY5,BODY2,TANNIN1,44.09,2007.0,750.0
140882,"Faiveley, Chambertin Clos de Beze Grand Cru", ( ) Faiveley (Domaine Faiveley), France, Bourgogne,Pinot Noir,Red,Table,13~14,16~18,SWEET1,ACIDITY4,BODY4,TANNIN3,606.58,2017.0,750.0
140904,Chateau Le Prieure,   Jean Pierre Moueix, France, Bordeaux,Cabernet Sauvignon,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,77.53,2007.0,750.0
140906,Les Tourelles de Longueville,"    Chateau Pichon-Longueville Baron, Grand Cru Classe,2nd Cru ", France, Bordeaux,Cabernet Sauvignon,Red,Table,13~14,16~18,SWEET1,ACIDITY4,BODY4,TANNIN3,114.02,2017.0,750.0
140907,"Luce Della Vite, Luce",   Luce Della Vite, Italy, Toscana,Sangiovese,Red,Table,14~15,17~20,SWEET1,ACIDITY3,BODY5,TANNIN4,217.4,2015.0,750.0
140908,"Lungarotti, Torre di Giano", Lungarotti, Italy, Umbria,Trebbiano,White,Table,12~13,10~12,SWEET1,ACIDITY3,BODY2,TANNIN1,25.84,2018.0,750.0
140909,"Lungarotti, San Giorgio", Lungarotti, Italy, Umbria,Cabernet Sauvignon,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,77.53,2007.0,750.0
140910,"Lungarotti, Giubilante", Lungarotti, Italy, Umbria,Sangiovese,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN2,31.17,2005.0,750.0
140911,"Lungarotti, Rubesco Reserva", Lungarotti, Italy, Umbria,Sangiovese,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,91.22,2012.0,750.0
140913,"Lungarotti, Pinot Grigio", Lungarotti, Italy, Umbria,Pinot Grigio,White,"Appetizer, Table",12,10~12,SWEET1,ACIDITY3,BODY2,TANNIN1,22.8,2007.0,750.0
140914,"Lungarotti, Rubesco", Lungarotti, Italy, Umbria,Sangiovese,Red,Table,13,16~18,SWEET1,ACIDITY4,BODY4,TANNIN3,29.64,2018.0,750.0
140927,"P. Ferraud et Fils, Beaujolais ",    Pierre Ferraud et Fils, France, Bourgogne,Gamay,Red,Table,12~13,14~16,SWEET1,ACIDITY5,BODY2,TANNIN2,20.52,2011.0,750.0
140929,"P. Ferraud et Fils, Moulin a Vent ",    Pierre Ferraud et Fils, France, Bourgogne,Gamay,Red,Table,12.5,14~16,SWEET1,ACIDITY4,BODY2,TANNIN2,34.21,2007.0,750.0
140930,"P. Ferraud et Fils, Saint Amour",    Pierre Ferraud et Fils, France, Bourgogne,Gamay,Red,Table,12~13,14~16,SWEET1,ACIDITY4,BODY3,TANNIN2,41.05,2011.0,750.0
140933,"Pascal Jolivet, Attitude Sauvignon Blanc",  Pascal Jolivet, France, Loire,Sauvignon blanc,White,Table,12,10~12,SWEET1,ACIDITY4,BODY2,TANNIN1,34.21,2019.0,750.0
140934,"Pascal Jolivet, Pouilly Fume",  Pascal Jolivet, France, Loire,Sauvignon blanc,White,"Appetizer, Table",13,8~11,SWEET1,ACIDITY4,BODY3,TANNIN1,64.61,2018.0,750.0
140935,"Pascal Jolivet, Sancerre Blanc",  Pascal Jolivet, France, Loire,Sauvignon blanc,White,"Appetizer, Table",13~14,10~12,SWEET1,ACIDITY4,BODY3,TANNIN1,64.61,2018.0,750.0
140937,"Pio Cesare, Barbera d'Alba",  Pio Cesare, Italy, Piemonte,Barbera,Red,Table,13.5,16~18,SWEET1,ACIDITY4,BODY3,TANNIN3,57.77,2016.0,750.0
140946,"Robert Mondavi, Private Selection Cabernet Sauvignon",  Robert Mondavi, U.S.A, California,Cabernet Sauvignon,Red,Table,13~14,16~18,SWEET1,ACIDITY4,BODY4,TANNIN4,34.21,2017.0,750.0
140947,"Robert Mondavi, Private Selection Chardonnay",  Robert Mondavi, U.S.A, California,Chardonnay,White,Table,13~14,10~13,SWEET1,ACIDITY3,BODY3,TANNIN1,34.21,2017.0,750.0
140948,Robert Mondavi Private Selection Merlot,  Robert Mondavi, U.S.A, California,Merlot,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,34.21,2017.0,750.0
140949,"Robert Mondavi, Private Selection Pinot Noir",  Robert Mondavi, U.S.A, California,Pinot Noir,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN2,34.21,2017.0,750.0
140951,"Robert Mondavi, Private Selection Zinfandel",  Robert Mondavi, U.S.A, California,Zinfandel,Red,Table,13~14,16~18,SWEET1,ACIDITY2,BODY4,TANNIN3,34.21,2018.0,750.0
140953,"Robert Mondavi, Twin Oaks Zinfandel",  Robert Mondavi, U.S.A, California,Zinfandel,Red,Table,13.5,16~18,SWEET2,ACIDITY3,BODY3,TANNIN3,16.72,2015.0,750.0
140954,"Robert Mondavi, Woodbridge Cabernet Sauvignon",  Robert Mondavi, U.S.A, California,Cabernet Sauvignon,Red,Table,13~14,16~18,SWEET2,ACIDITY4,BODY4,TANNIN3,25.84,2017.0,750.0
140955,"Robert Mondavi, Woodbridge Chardonnay",  Robert Mondavi, U.S.A, California,Chardonnay,White,Table,13~14,10~12,SWEET1,ACIDITY3,BODY3,TANNIN1,25.08,2017.0,750.0
140956,"Robert Mondavi, Woodbridge Merlot",  Robert Mondavi, U.S.A, California,Merlot,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN2,25.08,2017.0,750.0
140961,"Robert Mondavi, The Reserve Cabernet Sauvignon",  Robert Mondavi, U.S.A, California,Cabernet Sauvignon,Red,Table,14~15,17~19,SWEET1,ACIDITY4,BODY5,TANNIN5,341.3,2015.0,750.0
140965,"Robert Mondavi, Reserve Chardonnay",  Robert Mondavi, U.S.A, California,Chardonnay,White,Table,13~14,10~12,SWEET1,ACIDITY3,BODY5,TANNIN1,124.66,2014.0,750.0
140966,"Robert Mondavi, Fume Blanc",  Robert Mondavi, U.S.A, California,Sauvignon blanc,White,"Appetizer, Table",14~15,10~12,SWEET1,ACIDITY3,BODY2,TANNIN1,58.53,2018.0,750.0
140968,"Robert Mondavi, Oakville Cabernet Sauvignon",  Robert Mondavi, U.S.A, California,Cabernet Sauvignon,Red,Table,14~15,16~18,SWEET1,ACIDITY4,BODY5,TANNIN4,151.27,2014.0,750.0
140969,"Robert Mondavi, Napa Valley Pinot Noir",  Robert Mondavi, U.S.A, California,Pinot Noir,Red,Table,15~16,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,72.97,2017.0,750.0
140971,"Rosemount, Show Reserve Cabernet Sauvignon", Rosemount, Australia,  South Australia,Cabernet Sauvignon,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,48.65,2005.0,750.0
140972,"Rosemount, Diamond Label Chardonnay", Rosemount, Australia,  South Australia,Chardonnay,White,Table,13.5,10~12,SWEET1,ACIDITY3,BODY2,TANNIN1,34.21,2018.0,750.0
140973,"Rosemount, Show Reserve Chardonnay", Rosemount, Australia,   New South Wales,Chardonnay,White,Table,13.5,10~12,SWEET1,ACIDITY3,BODY4,TANNIN1,44.09,2006.0,750.0
140974,"Rosemount, Diamond Label Cabernet Sauvignon", Rosemount, Australia,  South Australia,Cabernet Sauvignon,Red,Table,13.8,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,34.21,2017.0,750.0
140977,"Rosemount, Rosemount Balmoral Syrah", Rosemount, Australia,  South Australia,Syrah & Shiraz,Red,Table,14.5,16~19,SWEET1,ACIDITY4,BODY5,TANNIN4,126.18,2004.0,750.0
140978,"Rosemount, Show Reserve Shiraz", Rosemount, Australia,  South Australia,Syrah & Shiraz,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,48.65,2005.0,750.0
140982,"Rosemount, Blends Shiraz Cabernet", Rosemount, Australia,  South Australia,Syrah & Shiraz,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,22.8,2017.0,750.0
140984,"Rosemount, Diamond Label Sauvignon Blanc", Rosemount, Australia,  South Australia,Sauvignon blanc,White,"Appetizer, Table",12.5,9~11,SWEET1,ACIDITY4,BODY2,TANNIN1,25.84,2006.0,750.0
140986,"Rosemount, Show Reserve GSM", Rosemount, Australia,  South Australia,Grenache,Red,Table,14.5,16~19,SWEET1,ACIDITY3,BODY4,TANNIN4,53.97,2006.0,750.0
140989,"Rosemount, Diamond Blended Cabernet Merlot", Rosemount, Australia,   South Eastern Australia,Cabernet Sauvignon,Red,Table,14,17~20,SWEET1,ACIDITY3,BODY3,TANNIN3,16.72,2005.0,750.0
140992,"Royal Tokaji, Blue Label 5 puttonyos",  Royal Tokaji, Hungary,  The Northeast,Furmint,White,Dessert,10~11,7~10,SWEET5,ACIDITY3,BODY5,TANNIN1,50.93,2013.0,250.0
140995,Castelnau de Suduiraut,"  Chateau Suduiraut, 1st Cru Classe - Sauternes ", France, Bordeaux,Semillon,White,Dessert,13.5,9~11,SWEET5,ACIDITY3,BODY2,TANNIN1,54.73,2004.0,375.0
141010,"Torbreck, Cuvee Juveniles", Torbreck, Australia,  South Australia,Grenache,Red,Table,14.5,17~20,SWEET1,ACIDITY3,BODY4,TANNIN4,45.61,2015.0,750.0
141014,"Torbreck, The Struie", Torbreck, Australia,  South Australia,Syrah & Shiraz,Red,Table,15~16,17~20,SWEET1,ACIDITY3,BODY5,TANNIN4,110.22,2016.0,750.0
141015,"Torbreck, Woodcutter's Shiraz", Torbreck, Australia,  South Australia,Syrah & Shiraz,Red,Table,14~15,17~20,SWEET1,ACIDITY3,BODY4,TANNIN4,50.17,2017.0,750.0
141016,"Torbreck, Woodcutter's Semillon", Torbreck, Australia,  South Australia,Semillon,White,Table,13~14,10~12,SWEET1,ACIDITY3,BODY3,TANNIN1,47.13,2017.0,750.0
141017,"Torbreck, The Bothie", Torbreck, Australia,  South Australia,Muscat,White,Dessert,13,9~11,SWEET5,ACIDITY3,BODY3,TANNIN1,35.73,2007.0,375.0
141020,"Marimar Torres, Don Miguel Vineyard Pinot Noir",  ( )  Marimar Estate (Marimar Torres), U.S.A, California,Pinot Noir,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,95.02,2003.0,750.0
141021,"Miguel Torres, Manso de Velasco",  Miguel Torres, Chile,  Curico Valley,Cabernet Sauvignon,Red,Table,13~14,17~20,SWEET1,ACIDITY4,BODY4,TANNIN4,80.57,2013.0,750.0
